name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
33130,2021-04-04,75.5,66.6,70.9,75.5,66.6,70.9,49.4,46.8,0,0,0,,0,0,24.7,15.6,58.6,1023.2,68,9.9,412,31.5,8,,2021-04-04T07:08:33,2021-04-04T19:39:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-04-05,76.1,63.7,70.3,76.1,63.7,70.3,51.7,52.2,0,0,0,,0,0,21.9,15,65.4,1020.9,33.3,9.9,437.2,37.7,10,,2021-04-05T07:07:32,2021-04-05T19:39:37,0.78,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-04-06,76.8,62.1,70.4,76.8,62.1,70.4,55.5,60,0,0,0,,0,0,19.7,12.9,78.8,1019.7,47,9.9,400,34.5,8,,2021-04-06T07:06:30,2021-04-06T19:40:05,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-04-07,79,62.1,71.4,79,62.1,71.4,55.7,59,0,0,0,,0,0,23,13.6,97.1,1018.5,47.4,9.9,420.5,36.2,9,,2021-04-07T07:05:29,2021-04-07T19:40:33,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,72202912888,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,KTMB,0234W"
33130,2021-04-08,80.5,62.9,72.6,80.5,62.9,72.6,57.5,60.3,0,0,0,,0,0,21.9,12.4,116.5,1016.8,28.8,9.9,455.2,38.7,9,,2021-04-08T07:04:28,2021-04-08T19:41:00,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,72202912888,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,KTMB,0234W"
33130,2021-04-09,81.4,67.2,74.5,82.4,67.2,74.7,61.8,65.6,0,0,0,,0,0,26.4,16.8,124.4,1016.7,28.8,9.9,451.3,38.8,9,,2021-04-09T07:03:28,2021-04-09T19:41:28,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-04-10,83.5,71.5,77.3,86.9,71.5,78.4,66.3,69.3,0,0,0,,0,0,26.1,17,145.8,1014.1,46.6,9.9,420.1,36,8,,2021-04-10T07:02:28,2021-04-10T19:41:56,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,KTMB,0234W"
33130,2021-04-11,89.7,65.8,77,94.8,65.8,78.7,67.8,74.8,0.564,100,20.83,rain,0,0,34.7,21,192.9,1010.6,73.6,9.4,449.4,38.6,9,,2021-04-11T07:01:28,2021-04-11T19:42:24,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-04-12,86.6,66.7,75.2,91.7,66.7,76.1,68.5,80.6,0.487,100,37.5,rain,0,0,20.8,10.6,273.6,1011.3,73.6,9.2,365.8,31.5,7,,2021-04-12T07:00:29,2021-04-12T19:42:53,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-04-13,87.5,68.2,77.7,84.5,68.2,76.9,59.1,59.1,0,0,0,,0,0,33.3,13.5,64.7,1016.3,5.2,9.9,467.7,40.2,9,,2021-04-13T06:59:31,2021-04-13T19:43:21,0.05,Clear,Clear conditions throughout the day.,clear-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-04-14,82.2,71.2,76.3,83.4,71.2,76.6,63.6,65.8,0,0,0,,0,0,22,16.5,84.8,1018.8,12.3,9.9,434.4,37.2,8,,2021-04-14T06:58:32,2021-04-14T19:43:49,0.09,Clear,Clear conditions throughout the day.,clear-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-04-15,83.1,69.2,76.3,84.8,69.2,76.8,63.7,65.6,0,0,0,,0,0,21.9,12.4,155.6,1015.2,31.1,9.9,461,39.6,9,,2021-04-15T06:57:35,2021-04-15T19:44:18,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-04-16,87.4,69.9,78.5,90.2,69.9,79.5,66,67.1,0,0,0,,0,0,18.3,15.3,195.2,1012.3,27.1,9.9,440.9,37.6,8,,2021-04-16T06:56:38,2021-04-16T19:44:47,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-04-17,89.2,71.9,80.2,91.6,71.9,81.2,66.7,65.5,0,0,0,,0,0,24.5,15.5,240,1012.4,18.6,9.9,441.3,37.8,9,,2021-04-17T06:55:42,2021-04-17T19:45:16,0.18,Clear,Clear conditions throughout the day.,clear-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-04-18,89.1,73.1,80.8,96.2,73.1,84,69.7,69.4,0,0,0,,0,0,23,14.7,170.1,1013.7,58.2,9.9,423.4,36.3,8,,2021-04-18T06:54:46,2021-04-18T19:45:45,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-04-19,91.2,78.1,83.2,97.8,78.1,86.8,71.8,69.7,0.008,100,4.17,rain,0,0,30.8,20.2,218.5,1013.3,66,9.6,386.9,33.1,8,,2021-04-19T06:53:51,2021-04-19T19:46:14,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-04-20,83.9,71,78.1,89.7,71,80.3,71,79.4,0.826,100,29.17,rain,0,0,36.9,17,210.3,1014.7,78.7,9,281.8,24.3,4,,2021-04-20T06:52:57,2021-04-20T19:46:43,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-04-21,87.3,76.2,79.8,92,76.2,81.5,71.8,77.2,0.088,100,16.67,rain,0,0,18.6,11.1,269.5,1015.5,79.3,9.1,321.5,27.6,4,,2021-04-21T06:52:03,2021-04-21T19:47:13,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-04-22,83.4,72.7,77.7,85.7,72.7,78.3,64.8,65.5,0,0,0,,0,0,18.3,11.7,35.3,1016.9,78.5,9.9,407.4,35,8,,2021-04-22T06:51:10,2021-04-22T19:47:42,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-04-23,83.2,73.3,77.9,85.5,73.3,78.7,66.5,68.4,0,0,0,,0,0,25.3,16.3,69.4,1018.1,58,9.9,338.6,26.5,9,,2021-04-23T06:50:18,2021-04-23T19:48:12,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,F8130,0235W,KMIA,KOPF,72202012839,KTMB,0234W"
33130,2021-04-24,85.1,76.3,80.1,89.8,76.3,82.1,70,71.6,0,0,0,,0,0,29.7,19.1,132.6,1015.8,62.9,9.9,378.3,32.3,8,,2021-04-24T06:49:27,2021-04-24T19:48:42,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-04-25,92.4,75.5,83.2,96.8,75.5,86.1,71.4,69.9,0,0,0,,0,0,23.4,14.5,235.2,1013.5,37.2,9.9,356.6,30.6,7,,2021-04-25T06:48:36,2021-04-25T19:49:12,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-04-26,84.7,74.1,79.2,88.7,74.1,80.4,67.6,69,0.002,100,4.17,rain,0,0,25.3,16.4,42.9,1015.5,30.9,9.9,444.5,38.3,8,,2021-04-26T06:47:46,2021-04-26T19:49:43,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"0878W,72202912888,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,KTMB,0234W"
33130,2021-04-27,82.6,73.5,77.8,84.1,73.5,78.2,63.6,62.3,0,0,0,,0,0,28.9,19.6,77.9,1018.5,57,9.9,445.2,38.1,8,,2021-04-27T06:46:57,2021-04-27T19:50:13,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-04-28,83,73.6,78.5,84.3,73.6,79,63.8,61.1,0,0,0,,0,0,20.8,13.6,89.4,1018.5,46.8,9.9,433.4,37.1,9,,2021-04-28T06:46:09,2021-04-28T19:50:44,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,72202912888,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,KTMB,0234W"
33130,2021-04-29,86.1,76.6,81.1,91,76.6,83.6,70.6,71.2,0,0,0,,0,0,24.7,16.6,127.9,1017.4,46.3,9.9,442.9,38,10,,2021-04-29T06:45:22,2021-04-29T19:51:15,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-04-30,86.9,75.7,81.2,92.9,75.7,83.7,70.8,71.5,0.01,100,12.5,rain,0,0,19.7,12.5,177.3,1016.9,65.9,9.9,416.6,35.7,9,,2021-04-30T06:44:35,2021-04-30T19:51:46,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-05-01,89.2,73.7,81.1,92.2,73.7,83.1,69.3,69.1,0,0,0,,0,0,20.8,11,232,1015.5,42.5,9.9,418.3,35.8,9,,2021-05-01T06:43:50,2021-05-01T19:52:17,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-05-02,89.1,74.5,81.7,91.9,74.5,83.5,68,64.4,0,0,0,,0,0,24.5,14.6,158.2,1015.3,36.1,9.9,440.5,38,9,,2021-05-02T06:43:05,2021-05-02T19:52:48,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-05-03,87.8,78.4,82.8,92.7,78.4,85.7,70.3,66.7,0,0,0,,0,0,24.2,16.7,147.3,1015.6,52.8,9.9,468.6,40.3,10,,2021-05-03T06:42:22,2021-05-03T19:53:19,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-05-04,88.4,79,83.1,95.5,79,86.9,71.9,69.5,0,0,0,,0,0,21.9,14.8,142.9,1016.8,42,9.9,380.2,32.7,7,,2021-05-04T06:41:39,2021-05-04T19:53:51,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-05-05,89.7,77.1,83.2,96.3,77.1,86.8,71.6,69.2,0,0,0,,0,0,19.7,13.3,140.2,1017.9,29.3,9.9,450.3,38.7,9,,2021-05-05T06:40:58,2021-05-05T19:54:22,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-05-06,90.1,75.1,82.4,96.8,75.1,85.5,71.7,71.4,0.521,100,8.33,rain,0,0,24.8,12.7,152.3,1016.8,39.8,9.7,449.1,38.6,9,,2021-05-06T06:40:17,2021-05-06T19:54:54,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-05-07,90.9,74.3,80.2,94.4,74.3,81.8,71,75.6,0.178,100,16.67,rain,0,0,29.8,16.2,347,1015.7,53.1,9.7,452.1,38.8,9,,2021-05-07T06:39:38,2021-05-07T19:55:25,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-05-08,84.1,73.5,78.9,85.4,73.5,79.4,65.9,66.4,0,0,0,,0,0,26.7,16.3,67.1,1017.5,50.3,9.9,402.4,34.6,9,,2021-05-08T06:38:59,2021-05-08T19:55:57,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,KTMB,0234W"
33130,2021-05-09,83.4,76.1,79.9,88.9,76.1,82.3,70.7,73.6,0.45,100,33.33,rain,0,0,27,17,99.2,1018.9,57.4,9.7,325.4,27.9,5,,2021-05-09T06:38:22,2021-05-09T19:56:29,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-05-10,88.1,76.2,81.7,94.6,76.2,84.7,71.8,72.7,0.034,100,8.33,rain,0,0,20.8,13.4,142.2,1018,54.1,9.9,393.1,33.9,9,,2021-05-10T06:37:46,2021-05-10T19:57:01,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-05-11,89.3,76.3,82.8,95.4,76.3,86.4,71.6,70.1,0,0,0,,0,0,17.2,13,114.6,1018,32.9,9.9,445.6,38.4,9,,2021-05-11T06:37:10,2021-05-11T19:57:33,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-05-12,88.4,76,83.1,96,76,88,72.6,71.1,0.781,100,20.83,rain,0,0,21.9,13.3,140.8,1017.2,53.9,9.8,425.4,36.7,10,,2021-05-12T06:36:36,2021-05-12T19:58:05,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-05-13,92.2,75.9,80.9,98.4,75.9,83.7,72.4,76.6,0.184,100,20.83,rain,0,0,40.3,14.2,20.2,1016.6,59.7,9.8,426.3,36.4,9,,2021-05-13T06:36:03,2021-05-13T19:58:37,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-05-14,84.8,74.5,78.7,88.5,74.5,79.6,70.2,76.3,0.022,100,8.33,rain,0,0,31.1,13.3,14.6,1017.2,66,9.8,354.3,30.3,7,,2021-05-14T06:35:32,2021-05-14T19:59:09,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,KTMB,0234W"
33130,2021-05-15,84.7,74.1,79.3,87.2,74.1,80.2,67.1,67.4,0,0,0,,0,0,26,18.3,39.2,1018.1,57.4,9.9,459.5,39.4,9,,2021-05-15T06:35:01,2021-05-15T19:59:41,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-05-16,83.8,73.8,78.7,85.4,73.8,79.3,63.8,61,0.008,100,4.17,rain,0,0,26.4,16.8,54.9,1019.3,66.1,9.9,424.6,36.4,9,,2021-05-16T06:34:32,2021-05-16T20:00:12,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-05-17,83.2,75.1,78.9,84.6,75.1,79.3,63.3,59.3,0,0,0,,0,0,22.6,15.6,67.9,1019,59.3,9.9,466,40,10,,2021-05-17T06:34:03,2021-05-17T20:00:44,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-05-18,83.8,77.4,79.8,85.8,77.4,80.5,65.5,62.1,0.012,100,12.5,rain,0,0,30.6,23.8,79,1018.6,76.2,9.9,414.2,35.8,10,,2021-05-18T06:33:36,2021-05-18T20:01:16,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-05-19,83.7,76.9,80.2,86,76.9,81.2,66,62.3,0.003,100,4.17,rain,0,0,31.1,24,85.3,1018.5,75,9.9,412.1,35.5,9,,2021-05-19T06:33:10,2021-05-19T20:01:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-05-20,83.8,77.8,79.6,85.1,77.8,80.2,64.7,61,0.011,100,16.67,rain,0,0,34.9,24.2,83.4,1020.1,77.7,9.9,388.8,33.3,7,,2021-05-20T06:32:46,2021-05-20T20:02:19,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-05-21,82.6,74.7,78.5,83.4,74.7,78.9,61.3,55.7,0.005,100,4.17,rain,0,0,30.7,20.3,70.6,1022.2,61.4,9.9,442.2,38.1,9,,2021-05-21T06:32:22,2021-05-21T20:02:50,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-05-22,83,74.3,78.7,83.9,74.3,79.1,61.5,55.9,0.012,100,8.33,rain,0,0,29.6,22,73.7,1022.3,49.8,9.9,455,39.1,9,,2021-05-22T06:32:00,2021-05-22T20:03:21,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-05-23,83.8,73.2,78.2,84.7,73.2,78.7,61.5,56.7,0.005,100,12.5,rain,0,0,24.8,15.7,77.7,1021.4,43.6,9.9,481.1,41.2,10,,2021-05-23T06:31:39,2021-05-23T20:03:52,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-05-24,83.2,72,78.1,83.9,72,78.4,62.2,58.8,0,0,0,,0,0,20.8,13.9,88.8,1021,28.4,9.9,468,40.2,9,,2021-05-24T06:31:19,2021-05-24T20:04:22,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-05-25,83.9,74.7,79.2,85.4,74.7,79.8,64.1,60.5,0,0,0,,0,0,21.9,13.5,94.2,1021.9,49.6,9.9,458.8,39.3,10,,2021-05-25T06:31:01,2021-05-25T20:04:53,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,KTMB,0234W"
33130,2021-05-26,85,75.6,79.8,87.2,75.6,80.6,65.6,62.4,0,0,0,,0,0,23.6,16.6,101.4,1021.9,44,9.9,443.5,38.2,10,,2021-05-26T06:30:43,2021-05-26T20:05:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,KTMB,0234W"
33130,2021-05-27,85.1,74.2,79.6,87,74.2,80.4,66,63.8,0,0,0,,0,0,18.3,11.4,106.6,1019.6,50.8,9.9,435.3,37.4,9,,2021-05-27T06:30:27,2021-05-27T20:05:53,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-05-28,86.6,75.4,80.5,89.8,75.4,82,68.1,66.6,0,0,0,,0,0,21.9,14.6,123.4,1017,35.5,9.9,449.6,38.6,9,,2021-05-28T06:30:12,2021-05-28T20:06:22,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-05-29,87.8,74.2,80.9,92.1,74.2,82.6,68.5,67.1,0,0,0,,0,0,23.8,15.5,156.6,1014.3,34.8,9.9,474.1,40.9,9,,2021-05-29T06:29:59,2021-05-29T20:06:51,0.61,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-05-30,87.4,76.3,81.3,93.4,76.3,84.3,71.1,71.8,0.117,100,8.33,rain,0,0,24.2,14.8,135.5,1016.6,58.1,9.8,401.2,34.5,7,,2021-05-30T06:29:47,2021-05-30T20:07:20,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-05-31,87.7,76.7,81.2,93.1,76.7,83.6,70.8,71.4,0.031,100,4.17,rain,0,0,27.7,16.9,66.9,1019.7,50.8,9.6,440.9,37.9,10,,2021-05-31T06:29:36,2021-05-31T20:07:48,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-06-01,85.8,76.2,80,88.8,76.2,81.5,69.5,70.8,0.006,100,16.67,rain,0,0,27.7,17.2,88.7,1019,61.4,9.9,441.9,38,9,,2021-06-01T06:29:26,2021-06-01T20:08:16,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-06-02,84.8,75.9,80.1,89.7,75.9,82.7,71.5,75.6,0.611,100,25,rain,0,0,18.3,14.3,110.4,1017,63.4,9.6,398.1,34.1,7,,2021-06-02T06:29:17,2021-06-02T20:08:43,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-06-03,82.4,77.1,80,88.5,77.1,82.3,73.4,80.5,0.616,100,41.67,rain,0,0,25.7,15.9,130.7,1017,72.2,9.5,328.4,28.3,6,,2021-06-03T06:29:10,2021-06-03T20:09:10,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-06-04,86.9,75.3,81.6,94.4,75.3,85.4,73,75.9,0.072,100,25,rain,0,0,23.9,17.4,127.7,1017.6,67.1,9.8,440.2,38,9,,2021-06-04T06:29:04,2021-06-04T20:09:36,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-06-05,87.4,78.9,82.8,94.4,78.9,87.3,73.1,73.1,0.025,100,16.67,rain,0,0,24.2,16.7,117.2,1017.7,70.7,9.9,467.4,40.1,10,,2021-06-05T06:28:59,2021-06-05T20:10:02,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-06-06,87.5,80.2,83.4,96.4,85.2,90.2,74.3,74.7,0.16,100,25,rain,0,0,29.8,18.4,121.1,1018.2,79.6,9.9,438,37.6,10,,2021-06-06T06:28:55,2021-06-06T20:10:27,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-06-07,88,79.7,83.3,92.6,79.7,87.5,71.5,68.2,0,0,0,,0,0,24.2,17.3,111.5,1019.3,59.8,9.9,445.8,38.6,9,,2021-06-07T06:28:53,2021-06-07T20:10:51,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-06-08,87.5,77.9,82.7,93,77.9,86.5,71,68.4,0.021,100,12.5,rain,0,0,24.8,16.5,101.1,1020.3,65,9.9,462.8,39.9,10,,2021-06-08T06:28:52,2021-06-08T20:11:15,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"0878W,KHWO,72202412882,72203792809,KMIA,KOPF,72202012839,0234W"
33130,2021-06-09,87.9,78.5,83,93.5,78.5,86.5,70.1,65.5,0,0,0,,0,0,20.8,14.5,99.3,1019.9,50.6,9.9,480.6,41.4,10,,2021-06-09T06:28:52,2021-06-09T20:11:38,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-06-10,88.5,79.8,83.6,94.9,79.8,88,71.6,67.7,0,0,0,,0,0,21.6,14,118.7,1017.8,39.5,9.9,459.9,39.6,9,,2021-06-10T06:28:53,2021-06-10T20:12:00,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-06-11,89.2,79.8,84,97.8,79.8,89.6,73.1,70.4,0,0,0,,0,0,22.6,14.7,142.6,1015.9,57.9,9.9,407.4,35.1,10,,2021-06-11T06:28:55,2021-06-11T20:12:22,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
33130,2021-06-12,88.6,79.5,83.2,97.7,79.5,88.9,74,74.4,0.1,100,25,rain,0,0,32.2,11.6,191.2,1013.8,69.9,9.8,421.3,36.4,10,,2021-06-12T06:28:58,2021-06-12T20:12:43,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"0878W,KHWO,72202412882,72203792809,0235W,KMIA,KOPF,72202012839,0234W"
